CASE_KEY,has_violation,first_violation_between
15962791,True,Confirm sale -> Start production
15962391,False,
15962991,True,Confirm sale -> Start production
15962091,True,Confirm sale -> Start production
15962891,True,Confirm sale -> Start production
15962291,False,
15962491,True,Start production -> Finished production
15962492,True,Start production -> Finished production
15962493,True,Start production -> Finished production
15962494,True,Start production -> Finished production
15964591,True,Start production -> Finished production
15964592,True,Start production -> Finished production
15964191,False,
15964691,False,
15964791,True,Confirm sale -> Start production
15964792,True,Confirm sale -> Start production
15964391,True,Confirm sale -> Start production
15964392,True,Confirm sale -> Start production
15964991,False,
15964992,False,
15964993,False,
15964091,True,Confirm sale -> Start production
15964092,False,
15964093,False,
15964094,False,
15964891,True,Confirm sale -> Start production
15964291,True,Confirm sale -> Start production
15964491,True,Confirm sale -> Start production
15975591,True,Confirm sale -> Start production
15975191,True,Confirm sale -> Start production
15975192,True,Confirm sale -> Start production
15975691,True,Confirm sale -> Start production
15975791,False,
15975391,False,
15975392,True,Confirm sale -> Start production
15975991,True,Confirm sale -> Start production
15975992,False,
15975091,False,
15975092,False,
15975891,False,
15975291,False,
15975292,False,
15975293,False,
15975492,False,
15975493,True,Confirm sale -> Start production
15971591,True,Confirm sale -> Start production
15971592,True,Confirm sale -> Start production
15971191,True,Confirm sale -> Start production
15971691,True,Confirm sale -> Start production
15971791,True,Confirm sale -> Start production
15971391,True,Confirm sale -> Start production
15971991,True,Confirm sale -> Start production
15971091,True,Confirm sale -> Start production
15971891,True,Confirm sale -> Start production
15971291,True,Confirm sale -> Start production
15971491,True,Confirm sale -> Start production
15976591,True,Confirm sale -> Start production
15976191,True,Confirm sale -> Start production
15976691,True,Confirm sale -> Start production
15976791,True,Confirm sale -> Start production
15976391,True,Confirm sale -> Start production
15976991,True,Confirm sale -> Start production
15976091,True,Confirm sale -> Start production
15976891,True,Confirm sale -> Start production
15976291,True,Confirm sale -> Start production
15976491,True,Confirm sale -> Start production
15977591,True,Confirm sale -> Start production
15977191,True,Confirm sale -> Start production
15977691,True,Confirm sale -> Start production
15977791,True,Confirm sale -> Start production
15977391,False,
159773910,False,
159773911,False,
159773912,False,
159773913,False,
159773914,False,
159773915,False,
159773916,False,
15977392,False,
15977393,True,Confirm sale -> Start production
15977394,False,
15977395,True,Finished production -> Load shipment
15977396,False,
15977397,False,
15977398,False,
15977399,False,
15977991,False,
15977992,False,
15977091,False,
15977891,True,Confirm sale -> Start production
15977291,False,
15977491,False,
15973591,False,
15973592,False,
15973593,False,
15973594,True,Confirm sale -> Start production
15973191,False,
15973192,True,Confirm sale -> Start production
15973193,True,Confirm sale -> Start production
15973194,True,Confirm sale -> Start production
15973691,False,
15973692,False,
15973693,True,Confirm sale -> Start production
15973694,True,Confirm sale -> Start production
15973792,True,Confirm sale -> Start production
15973391,True,Confirm sale -> Start production
15973392,False,
15973992,False,
15973091,True,Start production -> Finished production
15973092,False,
15973093,True,Start production -> Finished production
15973891,False,
15973892,False,
15973893,True,Start production -> Finished production
15973894,True,Confirm sale -> Start production
15973291,False,
15973292,False,
15973293,False,
15973294,True,Confirm sale -> Start production
15973491,True,Start production -> Finished production
15973492,True,Confirm sale -> Start production
15979592,True,Finished production -> Load shipment
15979191,False,
15979192,False,
15979691,False,
159797910,False,
159797911,False,
159797912,False,
159797913,True,Finished production -> Load shipment
159797914,True,Finished production -> Load shipment
159797915,True,Finished production -> Load shipment
159797916,False,
159797917,False,
159797918,False,
159797919,True,Finished production -> Load shipment
15979792,False,
159797920,False,
159797921,True,Confirm sale -> Start production
159797922,False,
159797923,False,
159797924,True,Confirm sale -> Start production
159797925,True,Finished production -> Load shipment
159797926,True,Finished production -> Load shipment
159797927,True,Finished production -> Load shipment
159797928,True,Finished production -> Load shipment
159797929,True,Finished production -> Load shipment
15979793,False,
159797930,True,Finished production -> Load shipment
159797931,True,Confirm sale -> Start production
15979794,False,
15979795,False,
15979796,False,
15979797,False,
15979798,False,
15979799,False,
15979391,False,
15979991,True,Confirm sale -> Start production
15979091,True,Confirm sale -> Start production
15979891,True,Confirm sale -> Start production
15979291,True,Confirm sale -> Start production
15979491,True,Confirm sale -> Start production
15970591,False,
15970191,False,
15970192,False,
15970193,False,
15970691,False,
15970791,True,Confirm sale -> Start production
15970391,True,Confirm sale -> Start production
15970991,False,
15970091,True,Order received -> Confirm sale
15970092,True,Confirm sale -> Start production
15970891,True,Confirm sale -> Start production
15970291,False,
15970491,True,Confirm sale -> Start production
15978591,True,Confirm sale -> Start production
15978191,True,Confirm sale -> Start production
15978691,False,
15978791,True,Confirm sale -> Start production
15978391,True,Confirm sale -> Start production
15978991,True,Confirm sale -> Start production
15978091,True,Confirm sale -> Start production
15978891,True,Confirm sale -> Start production
15978291,False,
15978491,True,Confirm sale -> Start production
15972591,True,Confirm sale -> Start production
15972191,True,Confirm sale -> Start production
15972691,True,Confirm sale -> Start production
15972791,True,Confirm sale -> Start production
15972391,True,Confirm sale -> Start production
15972991,True,Confirm sale -> Start production
15972091,False,
15972891,True,Confirm sale -> Start production
15972291,True,Confirm sale -> Start production
15972491,True,Confirm sale -> Start production
15974191,False,
15974691,True,Confirm sale -> Start production
15974791,False,
15974792,False,
15974793,False,
15974794,False,
15974795,False,
15974796,False,
15974391,True,Finished production -> Load shipment
15974991,True,Confirm sale -> Start production
15974992,True,Finished production -> Load shipment
15974091,True,Confirm sale -> Start production
15974891,False,
15974892,False,
15974291,False,
15974491,True,Finished production -> Load shipment
15974492,True,Confirm sale -> Start production
15935591,True,Confirm sale -> Start production
15935592,True,Confirm sale -> Start production
15935191,False,
15935691,True,Confirm sale -> Start production
15935791,True,Confirm sale -> Start production
15935391,True,Confirm sale -> Start production
15935991,False,
15935091,False,
15935891,False,
15935291,True,Confirm sale -> Start production
15935491,True,Confirm sale -> Start production
15931791,True,Finished production -> Load shipment
15931391,False,
15931991,True,Finished production -> Load shipment
15931891,True,Finished production -> Load shipment
15931291,True,Finished production -> Load shipment
15931491,False,
15936591,False,
15936691,False,
15936791,True,Finished production -> Load shipment
15936991,False,
15936091,False,
15936891,False,
15936291,True,Confirm sale -> Start production
15936491,True,Confirm sale -> Start production
15937591,True,Confirm sale -> Start production
15937191,True,Confirm sale -> Start production
15937192,False,
15937193,True,Confirm sale -> Start production
15937194,False,
15937195,False,
15937691,True,Confirm sale -> Start production
15937791,False,
15937792,False,
15937793,False,
15937391,False,
15937392,False,
15937393,False,
15937991,False,
15937992,False,
15937891,True,Confirm sale -> Start production
15937892,False,
15937893,False,
15937894,True,Confirm sale -> Start production
15937291,False,
15937292,False,
15937293,True,Start production -> Finished production
15937294,True,Confirm sale -> Start production
15937491,True,Confirm sale -> Start production
15937492,False,
15937493,True,Start production -> Finished production
15937494,True,Confirm sale -> Start production
15933591,False,
15933592,False,
15933593,True,Start production -> Finished production
15933594,True,Confirm sale -> Start production
15933191,True,Start production -> Finished production
15933192,True,Confirm sale -> Start production
15933691,True,Start production -> Finished production
15933692,True,Confirm sale -> Start production
15933791,False,
15933391,False,
15933392,False,
15933091,False,
15933092,False,
15933891,False,
15933291,True,Confirm sale -> Start production
15933491,True,Confirm sale -> Start production
15939591,True,Confirm sale -> Start production
15939191,True,Confirm sale -> Start production
15939691,True,Finished production -> Load shipment
15939791,True,Confirm sale -> Start production
15939391,True,Confirm sale -> Start production
15939991,True,Confirm sale -> Start production
15939091,False,
15939891,False,
15939291,False,
15939491,False,
15930591,False,
15930191,False,
15930691,False,
15930791,False,
15930391,False,
15930392,False,
15930393,True,Finished production -> Load shipment
15930394,True,Finished production -> Load shipment
15930991,True,Confirm sale -> Start production
15930992,True,Confirm sale -> Start production
15930993,True,Start production -> Finished production
15930994,True,Start production -> Finished production
15930995,False,
15930996,False,
15930997,True,Confirm sale -> Start production
15930998,False,
15930999,False,
15930091,True,Confirm sale -> Start production
15930291,True,Confirm sale -> Start production
15930491,True,Confirm sale -> Start production
15938591,True,Confirm sale -> Start production
15938191,True,Confirm sale -> Start production
15938691,False,
15938791,True,Finished production -> Load shipment
15938391,False,
15938991,True,Confirm sale -> Start production
15938091,False,
15938891,True,Confirm sale -> Start production
15938291,False,
15938292,True,Start production -> Finished production
15938293,True,Confirm sale -> Start production
15938491,True,Confirm sale -> Start production
15932591,True,Finished production -> Load shipment
15932191,False,
15932192,False,
15932691,False,
15932692,True,Confirm sale -> Start production
15932791,False,
15932792,True,Confirm sale -> Start production
15932391,True,Confirm sale -> Start production
15932392,True,Confirm sale -> Start production
15932991,False,
15932091,True,Finished production -> Load shipment
15932092,False,
15932891,False,
15932291,True,Confirm sale -> Start production
15932491,True,Confirm sale -> Start production
15932492,True,Confirm sale -> Start production
15932493,True,Confirm sale -> Start production
15934591,False,
15934191,True,Confirm sale -> Start production
15934791,True,Confirm sale -> Start production
15934792,True,Confirm sale -> Start production
15934391,True,Finished production -> Load shipment
15934991,True,Confirm sale -> Start production
15934091,False,
15934092,False,
15934093,False,
15934094,False,
15934095,False,
15934891,False,
15934892,False,
15934893,False,
15934491,True,Confirm sale -> Start production
15995591,False,
15995594,False,
15995191,False,
15995192,False,
15995691,True,Confirm sale -> Start production
15995791,True,Confirm sale -> Start production
15995391,True,Confirm sale -> Start production
15995991,True,Confirm sale -> Start production
15995091,True,Confirm sale -> Start production
15995891,True,Confirm sale -> Start production
15995291,True,Confirm sale -> Start production
15995491,True,Confirm sale -> Start production
15991591,True,Confirm sale -> Start production
15991191,True,Confirm sale -> Start production
15991691,True,Confirm sale -> Start production
15991791,True,Confirm sale -> Start production
15991391,True,Confirm sale -> Start production
15991991,True,Confirm sale -> Start production
15991091,True,Confirm sale -> Start production
15991891,True,Confirm sale -> Start production
15991291,True,Finished production -> Load shipment
15991491,True,Confirm sale -> Start production
15996591,True,Confirm sale -> Start production
15996191,True,Confirm sale -> Start production
15996691,True,Confirm sale -> Start production
15996791,True,Confirm sale -> Start production
15996391,True,Confirm sale -> Start production
15996991,True,Confirm sale -> Start production
15996091,False,
15996891,True,Confirm sale -> Start production
15996291,True,Confirm sale -> Start production
15996491,True,Finished production -> Load shipment
15997591,True,Confirm sale -> Start production
15997191,False,
15997691,False,
15997791,True,Finished production -> Load shipment
15997792,True,Confirm sale -> Start production
15997391,False,
15997392,True,Confirm sale -> Start production
15997991,False,
15997992,False,
15997993,False,
15997994,False,
15997091,True,Finished production -> Load shipment
15997092,True,Confirm sale -> Start production
15997891,False,
15997892,True,Confirm sale -> Start production
15997291,False,
15997292,False,
15997293,False,
15997294,True,Confirm sale -> Start production
15997491,False,
15997492,False,
15997493,False,
15997494,True,Confirm sale -> Start production
15993591,False,
15993592,False,
15993593,False,
15993594,True,Confirm sale -> Start production
15993791,True,Finished production -> Load shipment
15993991,False,
15993992,True,Confirm sale -> Start production
15993993,False,
15993994,False,
15993995,False,
15993996,False,
15993997,False,
15993998,False,
15993999,True,Start production -> Finished production
15993091,True,Confirm sale -> Start production
15993092,False,
15993891,False,
15993491,True,Finished production -> Load shipment
15993492,False,
15999591,False,
15999191,False,
15999192,False,
15999691,False,
15999791,False,
15999391,True,Confirm sale -> Start production
15999991,False,
15999992,True,Confirm sale -> Start production
15999091,True,Finished production -> Load shipment
15999891,True,Confirm sale -> Start production
15999291,True,Confirm sale -> Start production
15999292,True,Confirm sale -> Start production
15999491,True,Confirm sale -> Start production
15999492,False,
15999493,True,Confirm sale -> Start production
15999494,False,
15999495,True,Confirm sale -> Start production
15999496,False,
15999497,True,Confirm sale -> Start production
15999498,True,Confirm sale -> Start production
15999499,True,Confirm sale -> Start production
15990591,True,Confirm sale -> Start production
15990191,True,Confirm sale -> Start production
15990691,True,Confirm sale -> Start production
15990791,True,Confirm sale -> Start production
15990391,True,Confirm sale -> Start production
15990991,True,Confirm sale -> Start production
15990091,True,Confirm sale -> Start production
15990891,True,Confirm sale -> Start production
15990291,True,Confirm sale -> Start production
15990491,True,Confirm sale -> Start production
15998591,True,Confirm sale -> Start production
15998191,True,Confirm sale -> Start production
15998691,False,
15998391,False,
15998991,True,Confirm sale -> Start production
15998091,False,
15998891,False,
15998291,True,Confirm sale -> Start production
15998491,True,Finished production -> Load shipment
15992591,True,Confirm sale -> Start production
15992191,True,Confirm sale -> Start production
15992691,True,Confirm sale -> Start production
15992791,True,Confirm sale -> Start production
15992391,False,
15992991,False,
15992091,False,
15992092,True,Confirm sale -> Start production
15992891,True,Confirm sale -> Start production
15992892,True,Confirm sale -> Start production
15992893,True,Confirm sale -> Start production
15992894,False,
15992895,True,Start production -> Finished production
15992896,False,
15992897,True,Confirm sale -> Start production
15992898,True,Confirm sale -> Start production
15992899,True,Finished production -> Load shipment
15992291,True,Confirm sale -> Start production
15992292,False,
15992491,True,Confirm sale -> Start production
15992492,False,
15994591,True,Confirm sale -> Start production
15994191,True,Confirm sale -> Start production
15994691,False,
15994791,False,
15994792,True,Confirm sale -> Start production
15994391,False,
15994991,True,Confirm sale -> Start production
159949912,True,Confirm sale -> Start production
159949913,True,Confirm sale -> Start production
159949916,True,Confirm sale -> Start production
15994891,False,
15994291,True,Confirm sale -> Start production
15994292,True,Confirm sale -> Start production
15994491,True,Confirm sale -> Start production
15905591,True,Confirm sale -> Start production
15905191,True,Confirm sale -> Start production
15905691,True,Confirm sale -> Start production
15905791,True,Confirm sale -> Start production
15905391,True,Confirm sale -> Start production
15905991,True,Confirm sale -> Start production
15905091,True,Confirm sale -> Start production
15905891,True,Confirm sale -> Start production
15905291,True,Confirm sale -> Start production
15905491,True,Confirm sale -> Start production
15901591,True,Confirm sale -> Start production
15901191,True,Confirm sale -> Start production
15901691,True,Confirm sale -> Start production
15901791,True,Confirm sale -> Start production
15901391,True,Confirm sale -> Start production
15901991,True,Confirm sale -> Start production
15901091,True,Confirm sale -> Start production
15901891,True,Confirm sale -> Start production
15901291,True,Confirm sale -> Start production
15901491,True,Confirm sale -> Start production
15906591,True,Confirm sale -> Start production
15906191,True,Confirm sale -> Start production
15906691,True,Confirm sale -> Start production
15906791,True,Confirm sale -> Start production
15906391,True,Confirm sale -> Start production
15906991,True,Confirm sale -> Start production
15906091,True,Confirm sale -> Start production
15906891,True,Confirm sale -> Start production
15906291,False,
15906292,True,Confirm sale -> Start production
15906293,False,
15906491,True,Confirm sale -> Start production
15907591,True,Confirm sale -> Start production
15907191,True,Confirm sale -> Start production
15907192,True,Confirm sale -> Start production
15907193,True,Confirm sale -> Start production
15907194,False,
15907691,True,Confirm sale -> Start production
15907791,True,Confirm sale -> Start production
15907391,False,
15907091,True,Finished production -> Load shipment
15907092,False,
15907093,True,Finished production -> Load shipment
15907891,False,
15907892,False,
15907291,True,Confirm sale -> Start production
15907292,False,
15907491,False,
15903591,False,
15903191,True,Finished production -> Load shipment
15903691,True,Confirm sale -> Start production
15903791,True,Finished production -> Load shipment
15903391,False,
15903991,True,Confirm sale -> Start production
15903091,False,
15903092,False,
15903891,False,
15903892,True,Confirm sale -> Start production
15903291,True,Start production -> Finished production
15903491,False,
15903492,False,
15909591,True,Confirm sale -> Start production
15909191,True,Confirm sale -> Start production
15909691,False,
15909791,False,
15909391,False,
15909991,True,Confirm sale -> Start production
15909091,True,Confirm sale -> Start production
15909891,True,Confirm sale -> Start production
15909291,True,Confirm sale -> Start production
15909491,False,
15900591,False,
15900592,False,
15900191,False,
15900192,True,Finished production -> Load shipment
15900691,False,
15900692,True,Confirm sale -> Start production
15900791,False,
15900792,True,Confirm sale -> Start production
15900391,True,Confirm sale -> Start production
15900392,False,
15900393,True,Start production -> Finished production
15900394,True,Confirm sale -> Start production
15900991,False,
15900091,False,
15900092,True,Confirm sale -> Start production
15900093,False,
15900291,True,Confirm sale -> Start production
15900292,True,Confirm sale -> Start production
15900293,True,Confirm sale -> Start production
15900491,True,Order received -> Confirm sale
159004910,False,
15900492,False,
15900493,True,Start production -> Finished production
15900494,False,
15900495,False,
15900496,False,
15900497,False,
15900498,False,
15900499,True,Finished production -> Load shipment
15908591,True,Order received -> Confirm sale
159085910,False,
15908592,False,
15908593,False,
15908594,False,
15908595,False,
15908596,False,
15908597,False,
15908598,False,
15908599,False,
15908191,True,Confirm sale -> Start production
15908691,True,Confirm sale -> Start production
15908791,True,Confirm sale -> Start production
15908391,True,Confirm sale -> Start production
15908991,True,Confirm sale -> Start production
15908091,True,Confirm sale -> Start production
15908891,True,Confirm sale -> Start production
15908291,True,Confirm sale -> Start production
15908491,True,Confirm sale -> Start production
15902591,True,Confirm sale -> Start production
15902191,True,Confirm sale -> Start production
15902691,True,Confirm sale -> Start production
15902791,True,Confirm sale -> Start production
15902391,True,Confirm sale -> Start production
15902991,True,Confirm sale -> Start production
15902091,True,Confirm sale -> Start production
15902891,True,Confirm sale -> Start production
15902291,True,Confirm sale -> Start production
15902491,True,Confirm sale -> Start production
15904591,False,
15904191,True,Start production -> Finished production
15904691,True,Confirm sale -> Start production
15904692,False,
15904791,False,
159047910,False,
159047911,True,Confirm sale -> Start production
15904792,True,Confirm sale -> Start production
15904793,True,Confirm sale -> Start production
15904794,True,Confirm sale -> Start production
15904795,False,
15904796,False,
15904797,False,
15904798,False,
15904799,False,
15904391,True,Confirm sale -> Start production
15904991,False,
15904992,False,
15904091,False,
15904092,True,Confirm sale -> Start production
15904093,False,
15904891,True,Confirm sale -> Start production
15904291,True,Confirm sale -> Start production
15985591,False,
15985191,True,Confirm sale -> Start production
15985691,True,Order received -> Confirm sale
15985692,True,Confirm sale -> Start production
15985693,True,Confirm sale -> Start production
15985791,True,Confirm sale -> Start production
15985391,True,Confirm sale -> Start production
15985991,True,Confirm sale -> Start production
15985091,True,Confirm sale -> Start production
15985891,False,
15985291,False,
15985491,False,
15981591,True,Confirm sale -> Start production
15981191,False,
15981691,True,Confirm sale -> Start production
15981791,True,Confirm sale -> Start production
15981391,True,Confirm sale -> Start production
15981991,True,Confirm sale -> Start production
15981091,True,Confirm sale -> Start production
15981891,True,Confirm sale -> Start production
15981291,True,Confirm sale -> Start production
15981491,True,Confirm sale -> Start production
15986591,True,Confirm sale -> Start production
15986191,True,Confirm sale -> Start production
15986691,True,Confirm sale -> Start production
15986791,True,Confirm sale -> Start production
15986391,True,Confirm sale -> Start production
15986991,True,Confirm sale -> Start production
15986091,True,Confirm sale -> Start production
15986891,True,Confirm sale -> Start production
15986291,True,Confirm sale -> Start production
15986491,True,Confirm sale -> Start production
15987591,True,Confirm sale -> Start production
15987191,True,Confirm sale -> Start production
15987691,True,Confirm sale -> Start production
15987791,True,Confirm sale -> Start production
15987391,True,Confirm sale -> Start production
15987991,True,Confirm sale -> Start production
15987091,True,Confirm sale -> Start production
15987891,True,Confirm sale -> Start production
15987291,True,Confirm sale -> Start production
15987491,True,Confirm sale -> Start production
15983591,True,Confirm sale -> Start production
15983191,True,Confirm sale -> Start production
15983691,True,Confirm sale -> Start production
15983791,True,Confirm sale -> Start production
15983391,True,Confirm sale -> Start production
15983991,True,Confirm sale -> Start production
15983091,True,Confirm sale -> Start production
15983891,True,Confirm sale -> Start production
15983291,True,Confirm sale -> Start production
15983491,True,Confirm sale -> Start production
15989591,True,Confirm sale -> Start production
15989191,True,Confirm sale -> Start production
15989691,True,Confirm sale -> Start production
15989791,True,Confirm sale -> Start production
15989391,True,Confirm sale -> Start production
15989991,False,
15989091,True,Confirm sale -> Start production
15989891,True,Confirm sale -> Start production
15989291,False,
15989292,False,
15989491,True,Confirm sale -> Start production
15980591,True,Confirm sale -> Start production
15980191,True,Confirm sale -> Start production
15980691,False,
15980692,False,
15980693,False,
15980694,False,
15980695,False,
15980791,True,Finished production -> Load shipment
15980792,True,Finished production -> Load shipment
15980793,False,
15980794,False,
15980795,False,
15980796,False,
15980391,False,
15980392,True,Confirm sale -> Start production
15980991,False,
15980992,False,
15980091,False,
15980092,False,
15980891,True,Start production -> Finished production
15980892,True,Start production -> Finished production
15980893,True,Start production -> Finished production
15980894,True,Start production -> Finished production
15980291,True,Start production -> Finished production
15980292,True,Start production -> Finished production
15980491,True,Start production -> Finished production
15980492,True,Start production -> Finished production
15988591,False,
15988191,True,Confirm sale -> Start production
15988192,True,Confirm sale -> Start production
15988691,False,
15988791,False,
15988391,True,Finished production -> Load shipment
15988991,False,
15988992,False,
15988993,False,
15988994,False,
15988995,False,
15988091,True,Start production -> Finished production
15988092,True,Start production -> Finished production
15988093,True,Start production -> Finished production
15988094,True,Start production -> Finished production
15988891,False,
15988892,False,
15988291,True,Confirm sale -> Start production
15988491,False,
15982591,True,Confirm sale -> Start production
15982191,True,Finished production -> Load shipment
15982691,False,
15982791,True,Confirm sale -> Start production
15982391,False,
15982991,True,Confirm sale -> Start production
15982992,True,Confirm sale -> Start production
15982993,False,
15982091,True,Confirm sale -> Start production
15982891,True,Confirm sale -> Start production
15982892,True,Confirm sale -> Start production
15982893,False,
15982894,False,
15982291,True,Confirm sale -> Start production
15982292,True,Confirm sale -> Start production
15982491,False,
15984591,True,Finished production -> Load shipment
15984191,True,Confirm sale -> Start production
15984791,True,Start production -> Finished production
15984391,False,
15984991,True,Start production -> Finished production
15984992,True,Start production -> Finished production
15984091,True,Finished production -> Load shipment
15984092,False,
15984093,False,
15984094,True,Finished production -> Load shipment
15984095,False,
15984096,True,Finished production -> Load shipment
15984892,False,
15984291,True,Confirm sale -> Start production
15984491,True,Confirm sale -> Start production
15925591,True,Confirm sale -> Start production
15925191,True,Confirm sale -> Start production
15925691,True,Confirm sale -> Start production
15925791,True,Confirm sale -> Start production
15925391,True,Confirm sale -> Start production
15925991,False,
15925091,False,
15925891,False,
15925291,False,
15925491,True,Confirm sale -> Start production
15921591,False,
15921191,False,
15921691,False,
15921791,True,Confirm sale -> Start production
15921391,True,Confirm sale -> Start production
15921991,True,Confirm sale -> Start production
15921091,True,Confirm sale -> Start production
15921891,True,Confirm sale -> Start production
15921291,True,Confirm sale -> Start production
15921491,True,Confirm sale -> Start production
15926591,True,Confirm sale -> Start production
15926191,True,Confirm sale -> Start production
15926691,True,Confirm sale -> Start production
15926791,True,Confirm sale -> Start production
15926391,True,Confirm sale -> Start production
15926991,True,Confirm sale -> Start production
15926091,True,Confirm sale -> Start production
15926891,True,Confirm sale -> Start production
15926291,True,Confirm sale -> Start production
15926491,True,Confirm sale -> Start production
15927591,True,Confirm sale -> Start production
15927191,True,Confirm sale -> Start production
15927691,True,Confirm sale -> Start production
15927791,True,Confirm sale -> Start production
15927391,True,Confirm sale -> Start production
15927991,True,Confirm sale -> Start production
15927091,True,Confirm sale -> Start production
15927891,True,Confirm sale -> Start production
15927291,True,Confirm sale -> Start production
15927491,True,Confirm sale -> Start production
15923591,True,Confirm sale -> Start production
15923191,True,Confirm sale -> Start production
15923691,True,Confirm sale -> Start production
15923791,False,
15923391,True,Confirm sale -> Start production
15923991,False,
15923091,False,
15923891,False,
15923291,True,Start production -> Finished production
15923292,True,Start production -> Finished production
15923491,True,Start production -> Finished production
15929591,True,Confirm sale -> Start production
15929191,False,
15929192,False,
15929691,True,Confirm sale -> Start production
15929791,False,
15929391,False,
15929991,False,
15929992,False,
15929994,False,
15929091,False,
15929491,False,
15920591,False,
15920592,True,Start production -> Finished production
15920191,True,Confirm sale -> Start production
15920691,True,Confirm sale -> Start production
15920692,False,
15920791,True,Confirm sale -> Start production
15920391,True,Confirm sale -> Start production
15920392,True,Finished production -> Load shipment
15920393,True,Confirm sale -> Start production
15920394,True,Confirm sale -> Start production
15920395,True,Confirm sale -> Start production
15920991,True,Finished production -> Load shipment
15920091,True,Finished production -> Load shipment
15920092,True,Confirm sale -> Start production
15920291,True,Confirm sale -> Start production
15920491,False,
15928591,True,Confirm sale -> Start production
15928191,False,
15928691,True,Confirm sale -> Start production
15928791,False,
15928991,True,Confirm sale -> Start production
15928091,True,Confirm sale -> Start production
15928092,True,Confirm sale -> Start production
15928891,True,Finished production -> Load shipment
15928892,True,Finished production -> Load shipment
15928291,False,
15928292,False,
15928293,True,Confirm sale -> Start production
15928491,True,Finished production -> Load shipment
15928492,True,Confirm sale -> Start production
15922591,True,Finished production -> Load shipment
15922592,True,Confirm sale -> Start production
15922593,True,Finished production -> Load shipment
15922594,True,Confirm sale -> Start production
15922191,True,Finished production -> Load shipment
15922691,True,Confirm sale -> Start production
15922791,False,
15922391,False,
15922392,True,Confirm sale -> Start production
15922091,True,Confirm sale -> Start production
15922891,True,Confirm sale -> Start production
15922892,True,Finished production -> Load shipment
15922491,True,Confirm sale -> Start production
15924591,True,Confirm sale -> Start production
15924191,True,Confirm sale -> Start production
15924691,True,Confirm sale -> Start production
15924791,True,Confirm sale -> Start production
15924391,True,Confirm sale -> Start production
15924991,True,Confirm sale -> Start production
15924091,True,Confirm sale -> Start production
15924891,True,Confirm sale -> Start production
15924291,True,Confirm sale -> Start production
15924491,True,Confirm sale -> Start production
15945591,True,Confirm sale -> Start production
15945191,True,Confirm sale -> Start production
15945691,True,Confirm sale -> Start production
15945791,True,Confirm sale -> Start production
15945391,True,Confirm sale -> Start production
15945991,True,Confirm sale -> Start production
15945091,True,Confirm sale -> Start production
15945891,True,Confirm sale -> Start production
15945291,True,Confirm sale -> Start production
15945491,True,Confirm sale -> Start production
15941591,True,Confirm sale -> Start production
15941191,True,Confirm sale -> Start production
15941691,True,Confirm sale -> Start production
15941791,True,Confirm sale -> Start production
15941391,True,Confirm sale -> Start production
15941991,True,Confirm sale -> Start production
15941091,True,Confirm sale -> Start production
15941891,True,Confirm sale -> Start production
15941291,True,Confirm sale -> Start production
15941491,True,Finished production -> Load shipment
15946591,True,Confirm sale -> Start production
15946191,True,Confirm sale -> Start production
15946691,True,Confirm sale -> Start production
15946791,True,Confirm sale -> Start production
15946391,True,Confirm sale -> Start production
15946991,True,Confirm sale -> Start production
15946091,True,Confirm sale -> Start production
15946891,True,Confirm sale -> Start production
15946291,True,Confirm sale -> Start production
15946491,True,Confirm sale -> Start production
15947591,True,Confirm sale -> Start production
15947191,True,Confirm sale -> Start production
15947691,True,Confirm sale -> Start production
15947791,True,Confirm sale -> Start production
15947391,True,Confirm sale -> Start production
15947991,True,Confirm sale -> Start production
15947091,True,Confirm sale -> Start production
15947891,True,Confirm sale -> Start production
15947291,True,Confirm sale -> Start production
15947491,True,Confirm sale -> Start production
15943591,True,Confirm sale -> Start production
15943191,True,Confirm sale -> Start production
15943691,True,Confirm sale -> Start production
15943791,True,Confirm sale -> Start production
15943391,True,Confirm sale -> Start production
15943991,True,Confirm sale -> Start production
15943091,True,Confirm sale -> Start production
15943891,True,Confirm sale -> Start production
15943291,True,Confirm sale -> Start production
15943491,True,Confirm sale -> Start production
15949591,True,Confirm sale -> Start production
15949191,True,Confirm sale -> Start production
15949691,True,Confirm sale -> Start production
15949791,True,Confirm sale -> Start production
15949391,True,Confirm sale -> Start production
15949991,False,
15949091,False,
15949891,False,
15949291,False,
15949491,False,
15940591,True,Finished production -> Load shipment
15940191,False,
15940192,False,
15940193,False,
15940691,True,Confirm sale -> Start production
15940791,False,
15940091,True,Finished production -> Load shipment
15940092,True,Finished production -> Load shipment
15940891,True,Start production -> Finished production
15940291,False,
15940292,False,
15940293,False,
15940491,False,
15940492,True,Confirm sale -> Start production
15940493,True,Confirm sale -> Start production
15940494,True,Confirm sale -> Start production
15948591,False,
159481910,False,
159481911,False,
159481913,True,Confirm sale -> Start production
159481914,False,
159481915,False,
159481916,False,
159481917,False,
159481918,True,Confirm sale -> Start production
15948193,False,
15948194,False,
15948195,False,
15948196,False,
15948197,False,
15948691,True,Start production -> Finished production
15948791,False,
15948391,False,
15948991,True,Start production -> Finished production
15948091,True,Confirm sale -> Start production
15948891,True,Confirm sale -> Start production
15948291,True,Confirm sale -> Start production
15948491,False,
15948492,False,
15942591,True,Confirm sale -> Start production
15942592,True,Finished production -> Load shipment
15942191,False,
15942691,True,Confirm sale -> Start production
15942692,True,Confirm sale -> Start production
15942791,True,Confirm sale -> Start production
