FLAG_REASON,CASE_KEY,DELIVERY_COMPANY,PRODUCT_TYPE,FACTORY,ORDERED_QUANTITY,DELIVERED_QUANTITY,MIN_ORDER_TOLERANCE,MAX_ORDER_TOLERANCE,CUST_MARKET,CUST_ID,CUST_NAME,CUST_ADDR_CODE,DAYS_TO_DEL_DEADLINE,ORDER_TOLERANCE_MET,ORDER_DATE_MET,X_CEL_O2C_CASES.SAL_ORD_POS_QUAN,DELIVERED_QUANTITY_UNIT,WAREHOUSE_TYPE,DELIVERED_DATE,PROMISED_DATE,CUST_COUNTRY,ORDER_VALUE,UNIT_PRICE,TOL_LOWER,TOL_UPPER,IS_TOL_VIOLATION,OUTSIDE_TOL_QTY,DELTA_DAYS,IS_LATE,IS_OTIF_FAIL,VALUE_REL_ERR
VALUE_REL_ERR>0.10,63805592,UPS,Crates,Essen,7139.0,7290.0,0.0,75.0,Transportation,01615,Götz,1,0,0,1,2650,kg,Non-automated,2018-01-22 00:00:01,2018-01-22 00:00:01,DE,8957.0,3.38,7139.0,12493.25,False,0.0,0,False,False,0.6364883401920439
VALUE_REL_ERR>0.10,150395915,UPS,Pallets,Aachen,3986.0,3987.0,-5.0,15.0,Construction,82895,Reimann AG,1,0,1,1,1450,kg,Non-automated,2018-09-11 00:00:01,2018-09-11 00:00:01,FR,8526.0,5.88,3786.7,4583.9,False,0.0,0,False,False,0.63631803360923
VALUE_REL_ERR>0.10,69510891,UPS,Crates,Essen,5295.0,5295.0,0.0,70.0,Transportation,01615,Götz,1,-2,1,1,1935,kg,Non-automated,2019-01-30 00:00:01,2019-01-28 00:00:01,DE,15808.95,8.17,5295.0,9001.5,False,0.0,2,True,True,0.6345609065155807
VALUE_REL_ERR>0.10,69538191,DHL,Crates,Essen,8000.0,7905.0,-5.0,5.0,Transportation,01653,Schweizer,1,-10,0,1,3275,kg,Non-automated,2019-05-31 00:00:01,2019-05-21 00:00:01,US,12548.139,4.34,7600.0,8400.0,False,0.0,10,True,True,0.6342471515140916
VALUE_REL_ERR>0.10,63434193,UPS,Crates,Essen,54431.0,43715.0,0.0,5.0,Transportation,01653,Schweizer,1,-1,0,1,18665,kg,Non-automated,2018-11-23 00:00:01,2018-11-22 00:00:01,US,76120.474,4.74,54431.0,57152.55,True,10716.0,1,True,True,0.6326393290642157
VALUE_REL_ERR>0.10,63495595,UPS,Crates,Essen,5434.0,5520.0,0.0,70.0,Transportation,01615,Götz,1,0,0,1,2030,kg,Non-automated,2018-10-22 00:00:01,2018-10-22 00:00:01,DE,12261.2,6.04,5434.0,9237.8,False,0.0,0,False,False,0.6322463768115942
VALUE_REL_ERR>0.10,63480593,UPS,Crates,Essen,7575.0,7575.0,0.0,70.0,Transportation,01615,Götz,1,0,1,1,2815,kg,Non-automated,2018-11-06 00:00:01,2018-11-06 00:00:01,DE,17959.7,6.38,7575.0,12877.5,False,0.0,0,False,False,0.6283828382838283
VALUE_REL_ERR>0.10,69583397,DB Schenker,Crates,Essen,37015.0,37015.0,-10.0,10.0,Transportation,01615,Götz,1,-34,1,1,13785,kg,Non-automated,2019-05-29 00:00:01,2019-04-25 00:00:01,DE,45352.65,3.29,33313.5,40716.5,False,0.0,34,True,True,0.6275834121302175
VALUE_REL_ERR>0.10,63472891,UPS,Crates,Essen,8377.0,5505.0,-5.0,10.0,Transportation,01653,Schweizer,1,9,0,0,2390,kg,Non-automated,2018-12-31 00:00:01,2019-01-09 00:00:01,US,15628.24,7.58,7958.15,9214.7,True,2453.1499999999996,-9,False,True,0.6254726454003198
VALUE_REL_ERR>0.10,69112693,UPS,Crates,Essen,3500.0,3500.0,-5.0,15.0,Transportation,07955,Hirsch,1,24,1,0,1315,kg,Non-automated,2019-08-30 00:00:01,2019-09-23 00:00:01,DE,5167.95,3.93,3325.0,4024.9999999999995,False,0.0,-24,False,False,0.6242857142857142
VALUE_REL_ERR>0.10,11797791,UPS,Crates,Essen,4500.0,4995.0,-20.0,20.0,Retail,93955,Ritter Adler GbR,1,-1,0,1,1885,kg,Non-automated,2019-10-01 00:00:01,2019-09-30 00:00:01,DE,12893.4,6.84,3600.0,5400.0,False,0.0,1,True,True,0.6226226226226226
VALUE_REL_ERR>0.10,15314491,UPS,Crates,Aachen,17000.0,15527.0,-5.0,10.0,Construction,80255,Noll,6,-6,0,1,5880,kg,Non-automated,2018-05-07 00:00:01,2018-05-01 00:00:01,JP,33104.4,5.63,16150.0,18700.0,True,623.0,6,True,True,0.6213048238552199
VALUE_REL_ERR>0.10,632273914,UPS,Crates,Essen,34000.0,34215.0,0.0,70.0,Transportation,01615,Götz,1,-5,0,1,12965,kg,Non-automated,2018-07-24 00:00:01,2018-07-19 00:00:01,DE,46155.4,3.56,34000.0,57800.0,False,0.0,5,True,True,0.6210726289639047
VALUE_REL_ERR>0.10,63441291,UPS,Crates,Aachen,26175.0,27970.0,0.0,10.0,Transportation,80880,Glaser Pfeiffer AG & Co. OHG,1,-1,0,1,10630,kg,Non-automated,2019-03-20 00:00:01,2019-03-19 00:00:01,CN,67500.5,6.35,26175.0,28792.500000000004,False,0.0,1,True,True,0.6199499463711119
VALUE_REL_ERR>0.10,69153291,UPS,Crates,Essen,60000.0,52790.0,0.0,5.0,Transportation,02872,Meyer,3,-1,0,1,20190,kg,Non-automated,2019-08-20 00:00:01,2019-08-19 00:00:01,AT,68040.3,3.37,60000.0,63000.0,True,7210.0,1,True,True,0.6175412009850351
VALUE_REL_ERR>0.10,63412093,UPS,Crates,Essen,36287.0,37465.0,-5.0,5.0,Transportation,01653,Schweizer,1,19,0,0,16795,kg,Non-automated,2018-10-12 00:00:01,2018-10-31 00:00:01,US,67502.102,4.7,34472.65,38101.35,False,0.0,-19,False,False,0.6166515584758541
VALUE_REL_ERR>0.10,69529391,UPS,Crates,Essen,7500.0,8195.0,-5.0,10.0,Construction,90995,Ullrich AG,1,8,0,0,3145,kg,Non-automated,2019-09-17 00:00:01,2019-09-25 00:00:01,DE,10976.05,3.49,7125.0,8250.0,False,0.0,-8,False,False,0.6162294081757169
VALUE_REL_ERR>0.10,11139691,UPS,Crates,Essen,4870.0,4855.0,0.0,20.0,Retail,73995,Oswald,1,2,0,0,1870,kg,Non-automated,2019-06-04 00:00:01,2019-06-06 00:00:01,DE,8770.3,4.69,4870.0,5844.0,True,15.0,-2,False,True,0.6148300720906282
VALUE_REL_ERR>0.10,63434692,UPS,Crates,Essen,85000.0,42325.0,0.0,5.0,Transportation,01653,Schweizer,1,-9,0,1,19185,kg,Non-automated,2018-12-19 00:00:01,2018-12-10 00:00:01,US,73874.21,4.48,85000.0,89250.0,True,42675.0,9,True,True,0.6104009682727196
VALUE_REL_ERR>0.10,15330991,UPS,Crates,Aachen,5100.0,5910.0,-20.0,20.0,Retail,69555,Wiegand,2,0,0,1,2303,kg,Non-automated,2018-02-15 00:00:01,2018-02-15 00:00:01,DE,12228.93,5.31,4080.0,6120.0,False,0.0,0,False,False,0.610321489001692
VALUE_REL_ERR>0.10,63219394,UPS,Crates,Essen,36400.0,31030.0,-10.0,10.0,Transportation,01653,Schweizer,1,0,0,1,14840,kg,Non-automated,2018-05-10 00:00:01,2018-05-10 00:00:01,US,64856.765,5.36,32760.0,40040.0,True,1730.0,0,False,True,0.6100501861462908
VALUE_REL_ERR>0.10,632327911,UPS,Crates,Essen,52395.0,53845.0,0.0,70.0,Transportation,01615,Götz,1,3,0,0,21010,kg,Non-automated,2018-05-25 00:00:01,2018-05-28 00:00:01,DE,66811.8,3.18,52395.0,89071.5,False,0.0,-3,False,False,0.609805924412666
VALUE_REL_ERR>0.10,15046591,UPS,Crates,Aachen,5100.0,4637.0,-20.0,20.0,Retail,69555,Wiegand,2,0,0,1,1810,kg,Non-automated,2018-07-12 00:00:01,2018-07-12 00:00:01,DE,10136.0,5.6,4080.0,6120.0,False,0.0,0,False,False,0.6096614190209186
VALUE_REL_ERR>0.10,15211191,DHL,Crates,Aachen,3533.0,3664.0,-5.0,15.0,Construction,87406,Sommer Berndt AG & Co. KG,1,-5,0,1,1435,kg,Non-automated,2018-11-14 00:00:01,2018-11-09 00:00:01,PL,10232.02,7.13,3356.35,4062.95,False,0.0,5,True,True,0.6083335374853776
VALUE_REL_ERR>0.10,63247691,UPS,Crates,Essen,36250.0,35615.0,-5.0,5.0,Transportation,01653,Schweizer,1,-9,0,1,16275,kg,Non-automated,2018-08-17 00:00:01,2018-08-08 00:00:01,US,70863.891,5.07,34437.5,38062.5,False,0.0,9,True,True,0.6075502227553545
VALUE_REL_ERR>0.10,15263791,DHL,Crates,Aachen,17225.0,13914.0,-10.0,0.0,Retail,3245,Voss KG,1,0,0,1,5487,kg,Non-automated,2019-01-16 00:00:01,2019-01-16 00:00:01,AU,40878.15,7.45,15502.5,17225.0,True,1588.5,0,False,True,0.605648986632169
VALUE_REL_ERR>0.10,11756191,UPS,Crates,Essen,4300.0,4505.0,0.0,20.0,Retail,68955,Fritz,1,0,0,1,1780,kg,Non-automated,2019-09-24 00:00:01,2019-09-24 00:00:01,DE,8205.8,4.61,4300.0,5160.0,False,0.0,0,False,False,0.60488346281909
VALUE_REL_ERR>0.10,15476193,UPS,Crates,Aachen,4488.0,4488.0,-10.0,10.0,Retail,68955,Fritz,1,0,1,1,1795,kg,Non-automated,2019-01-29 00:00:01,2019-01-29 00:00:01,DE,14543.55,8.1,4039.2000000000003,4936.8,False,0.0,0,False,False,0.5999331550802138
VALUE_REL_ERR>0.10,15296891,UPS,Pallets,Aachen,1294.0,1294.0,0.0,0.0,Retail,67555,Becker,1,-2,1,1,518,kg,Non-automated,2018-10-24 00:00:01,2018-10-22 00:00:01,DE,4224.0,8.15,1294.0,1294.0,False,0.0,2,True,True,0.5994727908895232
VALUE_REL_ERR>0.10,15793491,UPS,Crates,Essen,2500.0,2785.0,0.0,20.0,Retail,68955,Fritz,1,-3,0,1,1120,kg,Non-automated,2018-01-26 00:00:01,2018-01-23 00:00:01,DE,5196.8,4.64,2500.0,3000.0,False,0.0,3,True,True,0.5978456014362656
VALUE_REL_ERR>0.10,11602492,UPS,Crates,Aachen,5000.0,4953.0,-10.0,10.0,Retail,91595,Jürgens,1,-2,0,1,2000,kg,Non-automated,2019-07-04 00:00:01,2019-07-02 00:00:01,DE,14060.0,7.03,4500.0,5500.0,False,0.0,2,True,True,0.5962043206137695
VALUE_REL_ERR>0.10,63219393,UPS,Crates,Essen,36400.0,40925.0,-10.0,20.0,Transportation,01653,Schweizer,1,0,0,1,20250,kg,Non-automated,2018-05-16 00:00:01,2018-05-16 00:00:01,US,89593.246,5.42,32760.0,43680.0,False,0.0,0,False,False,0.5960874969287262
VALUE_REL_ERR>0.10,63289993,UPS,Crates,Essen,8401.0,8385.0,-5.0,5.0,Transportation,01653,Schweizer,1,-5,0,1,4115,kg,Non-automated,2018-08-13 00:00:01,2018-08-08 00:00:01,US,25796.971,7.61,7980.95,8821.050000000001,False,0.0,5,True,True,0.5957211778432326
VALUE_REL_ERR>0.10,63428292,UPS,Pallets,Essen,8736.0,8734.0,0.0,10.0,Construction,82895,Reimann AG,8,7,0,0,3537,kg,Non-automated,2019-01-23 00:00:01,2019-01-30 00:00:01,FR,12980.79,3.67,8736.0,9609.6,True,2.0,-7,False,True,0.5950309136707121
VALUE_REL_ERR>0.10,69162293,DHL,Crates,Essen,50000.0,50860.0,-10.0,10.0,Transportation,01653,Schweizer,1,-11,0,1,23435,kg,Non-automated,2019-09-02 00:00:01,2019-08-22 00:00:01,US,90869.061,4.41,45000.0,55000.00000000001,False,0.0,11,True,True,0.5948637583228336
VALUE_REL_ERR>0.10,15893491,UPS,Crates,Aachen,3000.0,3019.0,-20.0,20.0,Retail,38955,Adam KG,6,8,1,0,1233,kg,Non-automated,2018-10-24 00:00:01,2018-11-01 00:00:01,SE,6214.32,5.04,2400.0,3600.0,False,0.0,-8,False,False,0.5915866180854588
VALUE_REL_ERR>0.10,69175194,UPS,Crates,Duisburg,4200.0,4745.0,0.0,10.0,Transportation,7159,Brand AG,1,-42,0,1,1945,kg,Non-automated,2019-11-14 00:00:01,2019-10-03 00:00:01,ES,10230.7,5.26,4200.0,4620.0,True,125.0,42,True,True,0.5900948366701791
VALUE_REL_ERR>0.10,63405291,UPS,Crates,Essen,54400.0,55160.0,0.0,5.0,Transportation,86385,Nolte AG,14,-1,0,1,22650,kg,Non-automated,2018-12-04 00:00:01,2018-12-03 00:00:01,HU,105775.5,4.67,54400.0,57120.0,False,0.0,1,True,True,0.5893763596809282
VALUE_REL_ERR>0.10,15410691,UPS,Crates,Aachen,5000.0,4432.0,-20.0,20.0,Retail,07305,Huber AG,1,0,0,1,1822,kg,Non-automated,2019-01-29 00:00:01,2019-01-29 00:00:01,DE,9018.9,4.95,4000.0,6000.0,False,0.0,0,False,False,0.5888989169675091
VALUE_REL_ERR>0.10,11574191,FedEx,Crates,Aachen,3900.0,3903.0,-5.0,15.0,Construction,6155,Meißner GmbH & Co. KGaA,1,0,1,1,1611,kg,Non-automated,2019-07-03 00:00:01,2019-07-03 00:00:01,CH,8506.08,5.28,3705.0,4485.0,False,0.0,0,False,False,0.5872405841660261
VALUE_REL_ERR>0.10,63276394,UPS,Crates,Essen,24900.0,25100.0,-5.0,5.0,Transportation,01653,Schweizer,1,-5,0,1,12840,kg,Non-automated,2018-05-15 00:00:01,2018-05-10 00:00:01,US,49255.792,4.72,23655.0,26145.0,False,0.0,5,True,True,0.5842410696198258
VALUE_REL_ERR>0.10,63491293,UPS,Crates,Essen,40000.0,39295.0,-5.0,20.0,Transportation,02872,Meyer,3,0,0,1,16465,kg,Non-automated,2018-10-24 00:00:01,2018-10-24 00:00:01,AT,57248.82,3.48,38000.0,48000.0,False,0.0,0,False,False,0.5813510537007867
VALUE_REL_ERR>0.10,69584791,UPS,Crates,Essen,2150.0,2340.0,0.0,10.0,Transportation,7159,Brand AG,1,-1,0,1,980,kg,Non-automated,2019-06-06 00:00:01,2019-06-05 00:00:01,ES,4547.2,4.64,2150.0,2365.0,False,0.0,1,True,True,0.5811965811965811
VALUE_REL_ERR>0.10,69561191,UPS,Crates,Essen,32000.0,30135.0,-5.0,5.0,Transportation,02872,Meyer,3,1,0,0,12680,kg,Non-automated,2019-04-17 00:00:01,2019-04-18 00:00:01,AT,43555.82,3.44,30400.0,33600.0,True,265.0,-1,False,True,0.5798382086810902
VALUE_REL_ERR>0.10,63456391,UPS,Crates,Bonn,1800.0,1950.0,-5.0,15.0,Transportation,7648,Thomas Forster GmbH,1,8,0,0,820,kg,Non-automated,2018-08-14 00:00:01,2018-08-22 00:00:01,DE,2724.04,3.32,1710.0,2070.0,False,0.0,-8,False,False,0.579233858510967
VALUE_REL_ERR>0.10,11140892,UPS,Crates,Aachen,3000.0,2832.0,-10.0,10.0,Retail,38955,Adam KG,6,0,0,1,1197,kg,Non-automated,2019-08-14 00:00:01,2019-08-14 00:00:01,SE,9169.02,7.66,2700.0,3300.0000000000005,False,0.0,0,False,False,0.5773305084745762
VALUE_REL_ERR>0.10,69558591,UPS,Crates,Essen,17026.0,17860.0,0.0,70.0,Transportation,01615,Götz,1,-3,0,1,7620,kg,Non-automated,2019-01-28 00:00:01,2019-01-25 00:00:01,DE,24384.0,3.2,17026.0,28944.2,False,0.0,3,True,True,0.5733482642777156
VALUE_REL_ERR>0.10,63493691,UPS,Crates,Essen,27500.0,10560.0,-5.0,5.0,Transportation,01653,Schweizer,1,-24,0,1,5235,kg,Non-automated,2018-12-30 00:00:01,2018-12-06 00:00:01,US,23534.237,5.22,26125.0,28875.0,True,15565.0,24,True,True,0.5730611248984093
VALUE_REL_ERR>0.10,63287893,UPS,Crates,Essen,36287.0,38800.0,-5.0,5.0,Transportation,01653,Schweizer,1,0,0,1,20195,kg,Non-automated,2018-08-01 00:00:01,2018-08-01 00:00:01,US,84409.556,5.07,34472.65,38101.35,True,698.6500000000015,0,False,True,0.5709065048089632
VALUE_REL_ERR>0.10,63277191,UPS,Crates,Essen,7000.0,6925.0,-10.0,10.0,Transportation,29255,Arndt AG,1,4,0,0,2985,kg,Non-automated,2018-04-06 00:00:01,2018-04-10 00:00:01,DE,11766.87,3.94,6300.0,7700.000000000001,False,0.0,-4,False,False,0.5687342630431197
VALUE_REL_ERR>0.10,69503692,UPS,Crates,Essen,23700.0,22885.0,0.0,10.0,Transportation,7159,Brand AG,1,13,0,0,9895,kg,Non-automated,2019-05-14 00:00:01,2019-05-27 00:00:01,ES,39283.15,3.97,23700.0,26070.000000000004,True,815.0,-13,False,True,0.5676207122569369
VALUE_REL_ERR>0.10,69154191,DHL,Crates,Essen,36287.0,37315.0,-5.0,5.0,Transportation,01653,Schweizer,1,4,0,0,18125,kg,Non-automated,2019-07-22 00:00:01,2019-07-26 00:00:01,US,74154.614,4.59,34472.65,38101.35,False,0.0,-4,False,False,0.5670457101803903
VALUE_REL_ERR>0.10,63452992,UPS,Crates,Essen,28260.0,27985.0,0.0,3.0,Transportation,37695,Meier,1,-5,0,1,12140,kg,Non-automated,2018-08-21 00:00:01,2018-08-16 00:00:01,NL,45160.8,3.72,28260.0,29107.8,True,275.0,5,True,True,0.5661961765231374
VALUE_REL_ERR>0.10,63267591,UPS,Crates,Essen,6581.0,7385.0,0.0,10.0,Transportation,7159,Brand AG,1,2,0,0,3220,kg,Non-automated,2018-03-13 00:00:01,2018-03-15 00:00:01,ES,13041.0,4.05,6581.0,7239.1,True,145.89999999999964,-2,False,True,0.5639810426540285
VALUE_REL_ERR>0.10,11523692,UPS,Crates,Aachen,5228.0,5228.0,-10.0,10.0,Retail,91595,Jürgens,1,0,1,1,2280,kg,Non-automated,2019-04-04 00:00:01,2019-04-04 00:00:01,DE,16210.8,7.11,4705.2,5750.8,False,0.0,0,False,False,0.5638867635807192
VALUE_REL_ERR>0.10,11111191,UPS,Crates,Aachen,5192.0,5192.0,-10.0,10.0,Retail,91595,Jürgens,1,-1,1,1,2269,kg,Non-automated,2019-04-25 00:00:01,2019-04-24 00:00:01,DE,16132.59,7.11,4672.8,5711.200000000001,False,0.0,1,True,True,0.5629815100154083
VALUE_REL_ERR>0.10,11755193,UPS,Crates,Aachen,3900.0,3900.0,-20.0,20.0,Retail,82555,Eberhardt,1,0,1,1,1706,kg,Non-automated,2019-09-17 00:00:01,2019-09-17 00:00:01,DE,10048.34,5.89,3120.0,4680.0,False,0.0,0,False,False,0.5625641025641026
VALUE_REL_ERR>0.10,11606191,UPS,Crates,Aachen,2824.0,2824.0,-10.0,10.0,Retail,68955,Fritz,1,0,1,1,1237,kg,Non-automated,2019-09-03 00:00:01,2019-09-03 00:00:01,DE,9076.05,7.34,2541.6,3106.4,False,0.0,0,False,False,0.5621391382544326
VALUE_REL_ERR>0.10,63287091,FedEx,Crates,Essen,49500.0,50840.0,0.0,5.0,Transportation,8373,Arnold,7,11,0,0,22285,kg,Non-automated,2018-06-29 00:00:01,2018-07-10 00:00:01,TU,73540.5,3.3,49500.0,51975.0,False,0.0,-11,False,False,0.5616640440597954
VALUE_REL_ERR>0.10,63218991,UPS,Crates,Bonn,5000.0,4900.0,-5.0,15.0,Transportation,7648,Thomas Forster GmbH,1,8,0,0,2200,kg,Non-automated,2018-04-18 00:00:01,2018-04-26 00:00:01,DE,7484.4,3.4,4750.0,5750.0,False,0.0,-8,False,False,0.5507563025210084
VALUE_REL_ERR>0.10,69547091,UPS,Crates,Essen,4000.0,4040.0,0.0,10.0,Transportation,7159,Brand AG,1,0,0,1,1820,kg,Non-automated,2019-06-25 00:00:01,2019-06-25 00:00:01,ES,11884.6,6.53,4000.0,4400.0,False,0.0,0,False,False,0.5495049504950495
VALUE_REL_ERR>0.10,11140691,UPS,Crates,Aachen,5362.0,5362.0,-10.0,10.0,Retail,91595,Jürgens,1,0,1,1,2422,kg,Non-automated,2019-06-06 00:00:01,2019-06-06 00:00:01,DE,12788.16,5.28,4825.8,5898.200000000001,False,0.0,0,False,False,0.5483028720626631
VALUE_REL_ERR>0.10,63200593,UPS,Crates,Essen,6202.0,6165.0,0.0,10.0,Transportation,7159,Brand AG,1,-1,0,1,2790,kg,Non-automated,2018-07-05 00:00:01,2018-07-04 00:00:01,ES,11104.2,3.98,6202.0,6822.200000000001,True,37.0,1,True,True,0.5474452554744526
VALUE_REL_ERR>0.10,15937192,DHL,Crates,Aachen,8500.0,9124.0,-20.0,20.0,Retail,3245,Voss KG,1,1,0,0,4139,kg,Non-automated,2018-07-10 00:00:01,2018-07-11 00:00:01,AU,30049.14,7.26,6800.0,10200.0,False,0.0,-1,False,False,0.5463612450679527
VALUE_REL_ERR>0.10,11768492,UPS,Pallets,Essen,13912.0,14291.0,-5.0,5.0,Construction,82895,Reimann AG,8,0,0,1,6497,kg,Non-automated,2019-09-25 00:00:01,2019-09-25 00:00:01,FR,23843.99,3.67,13216.4,14607.6,False,0.0,0,False,False,0.5453782100622769
VALUE_REL_ERR>0.10,69538791,DHL,Crates,Essen,9100.0,5480.0,-5.0,10.0,Transportation,01653,Schweizer,1,-6,0,1,2835,kg,Non-automated,2019-04-05 00:00:01,2019-03-30 00:00:01,US,11082.831,4.43,8645.0,10010.0,True,3165.0,6,True,True,0.5434730437791435
VALUE_REL_ERR>0.10,69154193,DHL,Crates,Essen,44610.0,44610.0,-5.0,5.0,Transportation,01653,Schweizer,1,1,1,0,22885,kg,Non-automated,2019-07-22 00:00:01,2019-07-23 00:00:01,US,88227.472,4.32,42379.5,46840.5,False,0.0,-1,False,False,0.542187269089309
VALUE_REL_ERR>0.10,69547491,UPS,Crates,Essen,6001.0,6165.0,0.0,10.0,Transportation,7159,Brand AG,1,6,0,0,2825,kg,Non-automated,2019-06-13 00:00:01,2019-06-19 00:00:01,ES,11356.5,4.02,6001.0,6601.1,False,0.0,-6,False,False,0.5417680454176804
VALUE_REL_ERR>0.10,15913992,UPS,Pallets,Essen,1546.0,1546.0,0.0,0.0,Retail,35955,Pietsch AG,1,0,1,1,710,kg,Non-automated,2018-05-08 00:00:01,2018-05-08 00:00:01,DE,4585.24,6.46,1546.0,1546.0,False,0.0,0,False,False,0.5408864982637707
VALUE_REL_ERR>0.10,63227393,UPS,Crates,Essen,16967.0,10455.0,0.0,70.0,Transportation,01615,Götz,1,3,0,0,4815,kg,Non-automated,2018-07-13 00:00:01,2018-07-16 00:00:01,DE,32116.05,6.67,16967.0,28843.899999999998,True,6512.0,-3,False,True,0.539454806312769
VALUE_REL_ERR>0.10,69564991,DHL,Crates,Essen,7800.0,8065.0,-5.0,10.0,Transportation,01653,Schweizer,1,-3,0,1,4225,kg,Non-automated,2019-04-19 00:00:01,2019-04-16 00:00:01,US,20205.97,5.4,7410.0,8580.0,False,0.0,3,True,True,0.5360388969254437
VALUE_REL_ERR>0.10,11583691,UPS,Pallets,Aachen,1865.0,1865.0,0.0,0.0,Retail,67555,Becker,1,-2,1,1,866,kg,Non-automated,2019-03-20 00:00:01,2019-03-18 00:00:01,DE,9090.38,10.5,1865.0,1865.0,False,0.0,2,True,True,0.5357906293884847
VALUE_REL_ERR>0.10,69567696,DHL,Crates,Essen,4555.0,4555.0,-5.0,10.0,Transportation,01653,Schweizer,1,-5,1,1,2415,kg,Non-automated,2019-02-20 00:00:01,2019-02-15 00:00:01,US,11102.785,5.25,4327.25,5010.5,False,0.0,5,True,True,0.5357154356803094
VALUE_REL_ERR>0.10,15488291,UPS,Crates,Aachen,1414.0,1414.0,-20.0,20.0,Retail,69555,Wiegand,2,4,1,0,659,kg,Non-automated,2019-01-24 00:00:01,2019-01-28 00:00:01,DE,5614.08,8.52,1131.2,1696.8,False,0.0,-4,False,False,0.5339960555411678
VALUE_REL_ERR>0.10,11150997,DHL,Crates,Essen,3000.0,2970.0,-10.0,10.0,Retail,13669,Klemm Herold AG,3,44,0,0,1385,kg,Non-automated,2019-05-15 00:00:01,2019-06-28 00:00:01,AU,8143.8,5.88,2700.0,3300.0000000000005,False,0.0,-44,False,False,0.5336700336700336
VALUE_REL_ERR>0.10,15982691,UPS,Crates,Aachen,2100.0,1797.0,-20.0,20.0,Retail,69555,Wiegand,2,0,0,1,845,kg,Non-automated,2018-04-24 00:00:01,2018-04-24 00:00:01,DE,5010.85,5.93,1680.0,2520.0,False,0.0,0,False,False,0.5297718419588202
VALUE_REL_ERR>0.10,11559092,DHL,Crates,Aachen,21074.0,21074.0,-5.0,5.0,Retail,3245,Voss KG,1,0,1,1,9928,kg,Non-automated,2019-04-09 00:00:01,2019-04-09 00:00:01,AU,73268.64,7.38,20020.3,22127.7,False,0.0,0,False,False,0.5288981683591155
VALUE_REL_ERR>0.10,15707691,UPS,Crates,Aachen,6741.0,6952.0,-20.0,20.0,Retail,35955,Pietsch AG,1,0,0,1,3292,kg,Non-automated,2018-01-15 00:00:01,2018-01-15 00:00:01,DE,16391.96,4.98,5392.8,8089.2,False,0.0,0,False,False,0.5265307490029163
VALUE_REL_ERR>0.10,11551291,UPS,Crates,Aachen,10100.0,10302.0,-5.0,5.0,Retail,69555,Wiegand,2,0,0,1,4879,kg,Non-automated,2019-03-21 00:00:01,2019-03-21 00:00:01,DE,25517.17,5.23,9595.0,10605.0,False,0.0,0,False,False,0.5264026402640265
VALUE_REL_ERR>0.10,15252991,UPS,Crates,Essen,3895.0,3990.0,0.0,20.0,Retail,68955,Fritz,1,0,0,1,1895,kg,Non-automated,2018-11-27 00:00:01,2018-11-27 00:00:01,DE,9020.2,4.76,3895.0,4674.0,False,0.0,0,False,False,0.5250626566416039
VALUE_REL_ERR>0.10,69587498,UPS,Crates,Essen,46060.0,46060.0,-10.0,10.0,Transportation,01615,Götz,1,3,1,0,21940,kg,Non-automated,2019-04-26 00:00:01,2019-04-29 00:00:01,DE,70866.2,3.23,41454.0,50666.00000000001,False,0.0,-3,False,False,0.5236647850629613
VALUE_REL_ERR>0.10,63412092,UPS,Crates,Essen,18144.0,19825.0,-5.0,10.0,Transportation,01653,Schweizer,1,-4,0,1,11085,kg,Non-automated,2018-10-12 00:00:01,2018-10-08 00:00:01,US,44970.92,4.74,17236.8,19958.4,False,0.0,4,True,True,0.5214357697362471
VALUE_REL_ERR>0.10,69119992,UPS,Crates,Essen,8425.0,8425.0,0.0,0.0,Transportation,01615,Götz,1,-30,1,1,4035,kg,Non-automated,2019-08-30 00:00:01,2019-07-31 00:00:01,DE,27438.0,6.8,8425.0,8425.0,False,0.0,30,True,True,0.5210682492581602
VALUE_REL_ERR>0.10,63242192,UPS,Crates,Essen,7057.0,7165.0,0.0,70.0,Transportation,01615,Götz,1,-17,0,1,3450,kg,Non-automated,2018-08-06 00:00:01,2018-07-20 00:00:01,DE,12247.5,3.55,7057.0,11996.9,False,0.0,17,True,True,0.5184926727145848
VALUE_REL_ERR>0.10,69119993,UPS,Crates,Aachen,36725.0,35045.0,0.0,0.0,Transportation,01615,Götz,1,-30,0,1,16960,kg,Non-automated,2019-08-30 00:00:01,2019-07-31 00:00:01,DE,54950.4,3.24,36725.0,36725.0,True,1680.0,30,True,True,0.5160507918390641
VALUE_REL_ERR>0.10,15262391,UPS,Pallets,Aachen,1558.0,1558.0,0.0,0.0,Retail,67555,Becker,1,-2,1,1,754,kg,Non-automated,2018-10-10 00:00:01,2018-10-08 00:00:01,DE,6372.6,8.45,1558.0,1558.0,False,0.0,2,True,True,0.5159474671669793
VALUE_REL_ERR>0.10,11629491,UPS,Crates,Aachen,5056.0,5399.0,-20.0,20.0,Retail,35955,Pietsch AG,1,0,0,1,2614,kg,Non-automated,2019-09-17 00:00:01,2019-09-17 00:00:01,DE,14328.93,5.48,4044.8,6067.2,False,0.0,0,False,False,0.5156939714437522
